"base_value_poisson","b_value_poisson","w_value_poisson","b_poisson","w_poisson","r_poisson","m_poisson","dist_w_poisson","bic_poisson"
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
0.955127336354148,1,0.198298896642316,1,1,0.0158517273257854,0.0423081193110078,0.955127336354148,118.796944711164
2.42028175387586,1,0.17685628170281,1,1,0.110361996127514,0.0388488696750504,2.42028175387586,135.376794787545
3.90400359665359,1,0.216000156389153,1,1,0.0545519740265295,0.0413227799879279,3.90400359665359,133.885641919505
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
0.329625582603956,1,0.19854804970167,1,1,0.01663347337556,0.0348128552170191,0.329625582603956,127.019440743572
1.55459494836542,1,0.170953323532452,1,1,0.101796550469917,0.0460504627346314,1.55459494836542,132.416718385194
1.38152343828867,1,0.197472006876129,1,1,0.124788441418618,0.0497813815212015,1.38152343828867,130.792425556112
0.564617604718311,1,0.177058148840764,1,1,0.00493040478604846,0.0424023619538489,0.564617604718311,126.771485149858
0.45331424505314,0.00190089772806708,0.224883199762005,1,1,0.000363420085257175,0.0401435119745209,0.45331424505314,128.350085825007
1.34682221875395,1,0.226343137276138,1,1,0.0288471571147297,0.0393226329285756,1.34682221875395,132.595352978441
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
0.673524854348976,1,0.198837573772935,1,1,0.112787775081233,0.0448826165936755,0.673524854348976,119.604369812712
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
0.603959725699864,1,0.217361737505583,1,1,0.049253577681413,0.0395375221324013,0.603959725699864,128.396366895592
0.935485484274432,0.0485220881365654,0.210664214446872,1,1,0.260044704039281,0.0370847804299567,0.935485484274432,131.233153054028
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
2.08944844110802,1,0.236605297876323,1,1,0.112112155487224,0.0441494135548339,2.08944844110802,135.823214065545
1.75160883074383,1,0.169617309693547,1,1,0.0562578779926069,0.0433774576377532,1.75160883074383,137.100357558794
NA,NA,NA,NA,NA,NA,NA,0,0
0.613549044062254,1,0.216276895037482,1,1,0.0619340947952586,0.0384990282723068,0.613549044062254,126.442787446045
NA,NA,NA,NA,NA,NA,NA,0,0
1.05329520540513,1,0.234447117540942,1,1,0.0316318920483838,0.0451758484183439,1.05329520540513,131.409379238503
NA,NA,NA,NA,NA,NA,NA,0,0
0.824639131911873,1,0.182120935622863,1,1,0.0922824667977424,0.0502186943954857,0.824639131911873,133.842461028027
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
0.520373893016099,1,0.236183036297585,1,1,0.067841786744834,0.0536890020398109,0.520373893016099,128.589188178223
0.978132004138177,1,0.177014081922575,1,1,0.0161359452633134,0.0522313009129719,0.978132004138177,132.035173559418
NA,NA,NA,NA,NA,NA,NA,0,0
3.3918272066948,1,0.226055724546976,1,1,0.014466613601912,0.0477389011277286,3.3918272066948,137.059236355988
0.754395580211925,1,0.266745468894013,1,1,0.255610276210423,0.0371675651838013,0.754395580211925,129.161157074884
3.86199210031715,1,0.174538339967873,1,1,0.0529151432326205,0.0338787924906793,3.86199210031715,139.352943612385
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
0.886764343851821,1,0.247994747784704,1,1,0.0376418825170704,0.0464015890198372,0.886764343851821,132.900405503823
0.357488117420217,1,0.207642965874003,1,1,0.0577633667369634,0.03294081687329,0.357488117420217,122.360621988029
2.20306865598216,1,0.20233796423681,1,1,0.177243827401449,0.0409043906874547,2.20306865598216,129.477312072772
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
1.52103691988116,1,0.251171361325348,1,1,0.0128258584368234,0.0587437314520731,1.52103691988116,132.544190038345
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
1.10561150802045,1,0.232686776440087,1,1,0.00868706121631249,0.0427787533773582,1.10561150802045,119.328498696923
2.58723862319559,0.000622350284392089,0.221940785265724,1,1,0.00234272430100334,0.0471624665649035,2.58723862319559,140.033325263395
NA,NA,NA,NA,NA,NA,NA,0,0
1.00491256300924,1,0.23369196479663,1,1,0.0277530102116557,0.0376598332674106,1.00491256300924,125.958193289326
NA,NA,NA,NA,NA,NA,NA,0,0
0.685286714584748,1,0.198016506686545,1,1,0.164832481874748,0.0353198159655526,0.685286714584748,132.840109363961
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
1.10520597388769,1,0.251529121058424,1,1,0.0583587460217904,0.0410398649948331,1.10520597388769,130.463002379865
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
0.394426872331649,0.000762110539270856,0.1895732426028,1,1,0.00428273235703207,0.0496736049386702,0.394426872331649,130.138213115165
0.425661879053875,1,0.218189424097587,1,1,0.0345781412473684,0.0384100473292422,0.425661879053875,126.703783298873
NA,NA,NA,NA,NA,NA,NA,0,0
0.938216163334673,1,0.224840516717899,1,1,0.0529744524740309,0.0428638106356954,0.938216163334673,130.990752218626
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
0.235877013403969,1,0.147359112170391,1,1,0.0608410322170682,0.0381895367203878,0.235877013403969,125.21482189945
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
1.50453469652965,0.0898876266593715,0.187079842903458,1,1,0.278257214040649,0.0437744274991121,1.50453469652965,136.161662402423
2.88207050437972,0.0189680551720184,0.166121907294082,1,1,0.188202193442699,0.0381166628741548,2.88207050437972,141.103806308612
NA,NA,NA,NA,NA,NA,NA,0,0
0.680760294459639,1,0.188835299447697,1,1,0.0723844131860745,0.0512599804808605,0.680760294459639,122.032424239774
4.09955235929853,1,0.198830779017969,1,1,0.0666314548109132,0.036165190699582,4.09955235929853,139.608599302617
1.31969138198718,1,0.17168511439445,1,1,0.0526901210893274,0.0533109694651121,1.31969138198718,131.851948352506
0.368606698198485,1,0.183012471690146,1,1,0.0572745996726662,0.0356057942688474,0.368606698198485,127.992401732835
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
0.561400054960444,1,0.260374873325055,1,1,0.0102700963620927,0.0410256696625851,0.561400054960444,123.423381096443
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
1.88025997707336,1,0.236168220018777,1,1,0.0190866596442379,0.0371196417326167,1.88025997707336,129.84329152592
NA,NA,NA,NA,NA,NA,NA,0,0
