"base_value_negbinlin","b_value_negbinlin","w_value_negbinlin","b_nb_lin","w_nb_lin","r_nb_lin","m_nb_lin","dist_w_nb_lin","bic_nblin"
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
1.76732122496729,1,0.201069295497903,1,1,0.0111687549914234,0.057474539401691,1.76732122496729,121.792978725914
0.108277621463337,1,0.226657398356461,1,1,0.072334157739154,0.0554661659675396,0.108277621463337,134.597690050777
1.85672827739355,1,0.194262225942744,1,1,0.0214478250711729,0.0528041803866356,1.85672827739355,134.929020632722
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
0.229393769893952,1,0.237741399042787,1,1,0.0189410150921766,0.0201237078923913,0.229393769893952,130.015337567643
0.221989160970869,1,0.23270161790627,1,1,0.0959851438367974,0.0393730248285801,0.221989160970869,133.924178682513
1.20364873866964,1,0.207477807661315,1,1,0.123508836272084,0.04447087893585,1.20364873866964,133.785693499392
0.634640504549656,1,0.243622388799876,1,1,0.00439556238938161,0.0755973113355162,0.634640504549656,129.726888594277
0.630434355054642,1,0.253263262555996,1,1,0.000288797224918403,0.0424662161833246,0.630434355054642,131.345818640057
0.347042196186641,1,0.248097513246416,1,1,0.022640154348795,0.0483971117076994,0.347042196186641,134.820062113626
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
0.859571395504147,1,0.264016713610937,1,1,0.0816862386209681,0.0402790570427191,0.859571395504147,122.603060153244
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
0.543238929919665,1,0.248262446745992,1,1,0.0494015096533599,0.0551314072505334,0.543238929919665,131.296707443523
0.31955969504878,0.0548381169237755,0.193301535967845,1,1,0.25083310900533,0.0518593654912473,0.31955969504878,134.17903744484
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
0.673022609944342,1,0.236063500272791,1,1,0.0836785018989812,0.0458196120415165,0.673022609944342,137.085157941569
0.448891599120074,1,0.216335094991404,1,1,0.0562723967012112,0.0410656155945491,0.448891599120074,139.525607482327
NA,NA,NA,NA,NA,NA,NA,0,0
0.496878040146527,1,0.22201046244161,1,1,0.0744991538148802,0.0442871632806203,0.496878040146527,129.402640301524
NA,NA,NA,NA,NA,NA,NA,0,0
0.503391976244233,1,0.18815590406309,1,1,0.0250603477592996,0.0250603477592996,0.503391976244233,133.808088538077
NA,NA,NA,NA,NA,NA,NA,0,0
0.147969541356493,1,0.197864458235178,1,1,0.0692883247317246,0.0553821802327612,0.147969541356493,135.990035716051
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
0.332931049406672,1,0.183029437182597,1,1,0.0642927653448819,0.0629439116201728,0.332931049406672,131.493478436863
0.211209335815606,1,0.217174887636541,1,1,0.0138374895055105,0.0343791874315059,0.211209335815606,134.922924355524
NA,NA,NA,NA,NA,NA,NA,0,0
0.438413128365876,1,0.238066311071807,1,1,0.0192399116768836,0.0494945316394824,0.438413128365876,137.240435729492
0.599733616258121,0.0733367027883101,0.173251819206723,1,1,0.253378366089857,0.0466364502303889,0.599733616258121,132.158093819415
0.514994129578309,1,0.180677223822156,1,1,0.0315133445737571,0.0598534982589434,0.514994129578309,139.376123454901
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
0.21480421614501,1,0.186495377503831,1,1,0.0351750988504996,0.0553110091091503,0.21480421614501,135.502737800128
0.479659236808679,1,0.186556025687317,1,1,0.0599891034487146,0.0548458299430043,0.479659236808679,125.36665441745
1.44822132411759,1,0.195275356463276,1,1,0.161033597019883,0.0311061203768054,1.44822132411759,131.983063942237
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
0.300907331668845,1,0.175997030534798,1,1,0.0243765893768887,0.0467276236515687,0.300907331668845,135.148904093777
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
1.2912814459447,1,0.214412066582849,1,1,0.000241737586559588,0.051810366304685,1.2912814459447,122.700686440949
0.296808123755906,1,0.247715210114636,1,1,0.0100185604993016,0.0331413304374089,0.296808123755906,141.742633084824
NA,NA,NA,NA,NA,NA,NA,0,0
0.957686285707297,1,0.20695172677365,1,1,0.0191031712347069,0.0421315346708445,0.957686285707297,128.966648691112
NA,NA,NA,NA,NA,NA,NA,0,0
0.446276453572076,1,0.235988394418677,1,1,0.162755189082339,0.0559318194442399,0.446276453572076,135.816556446142
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
0.281921365051986,1,0.193468117468766,1,1,0.0431882544921773,0.0382943794442753,0.281921365051986,132.318175207505
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
0.101487681054344,1,0.223481907938404,1,1,0.0106710680418827,0.0468098094732304,0.101487681054344,132.726067086824
0.272607112333049,1,0.25606939486995,1,1,0.0231289379123928,0.0574768137883828,0.272607112333049,129.695771273471
NA,NA,NA,NA,NA,NA,NA,0,0
0.560445403589336,1,0.247316414649586,1,1,0.0505424662380603,0.0602631090129203,0.560445403589336,133.890351125078
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
0.309675662470571,1,0.233531682903953,1,1,0.0184174946331353,0.0528175810005928,0.309675662470571,128.274907968693
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
0.228038938759819,1,0.241932694928306,1,1,0.224950498591415,0.0597052048675108,0.228038938759819,137.301686142676
0.399774270612518,1,0.186068425437214,1,1,0.127948250292468,0.0336683242433653,0.399774270612518,141.161794735196
NA,NA,NA,NA,NA,NA,NA,0,0
1.30375716305294,1,0.232828065513783,1,1,0.0751655698753558,0.0743121976320558,1.30375716305294,125.028274406882
0.435722725540615,1,0.226786751602075,1,1,0.0113468700221296,0.0298840965307519,0.435722725540615,137.991781265465
0.626572268403101,1,0.182042091891033,1,1,0.0443349795074306,0.0378953179001025,0.626572268403101,134.438751495727
0.430089128801165,1,0.222749202415246,1,1,0.0558873925222863,0.0487533057304929,0.430089128801165,130.970363098588
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
2.18271642898771,1,0.317617205365258,1,1,0.124070343247975,0.0199713395143748,2.18271642898771,141.70792241799
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
1.1684203706814,1,0.184459185061699,1,1,0.0430206450398255,0.0488487376922183,1.1684203706814,132.021283785987
NA,NA,NA,NA,NA,NA,NA,0,0
1.75669093209015,1,0.216511309132346,1,1,0.05621743086749,0.0336060905062397,1.75669093209015,120.900399833278
