"base_value_negbinquad","b_value_negbinquad","w_value_negbinquad","b_nb_quad","w_nb_quad","r_nb_quad","m_nb_quad","dist_w_nb_quad","bic_nbquad"
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
2.7284803933918,1,0.224843736075353,1,1,0.0158472709182577,0.0364537708880961,2.7284803933918,121.795119392559
5.34483092504957,1,0.177948565722716,1,1,0.110376251905345,0.0524540016957611,5.34483092504957,138.375723969997
5.00921341500632,1,0.192950408382238,1,1,0.0546427847101598,0.0412126354251823,5.00921341500632,136.88533752399
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
2.20299266580741,1,0.27110300226578,1,1,0.00352766988918076,0.0405248074601111,2.20299266580741,129.7710417676
5.19087839113974,1,0.177789392845155,1,1,0.101737768373996,0.0403584875016763,5.19087839113974,135.413657075599
4.39989816224708,1,0.16967584444817,1,1,0.114348874524222,0.0534905894208807,4.39989816224708,133.745364797059
2.26232045445285,1,0.219878706455046,1,1,0.00874844569093644,0.0399411293932162,2.26232045445285,129.430402365627
2.24731975884264,0.00386458599430946,0.217037230999294,1,1,0.000180301928956826,0.0360105136903742,2.24731975884264,131.347971124448
2.85376679522898,1,0.200655831105733,1,1,0.0323572702340361,0.0435390101012585,2.85376679522898,135.439763839787
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
2.95676475172067,1,0.209131465888554,1,1,0.112613028012271,0.037650679540362,2.95676475172067,122.603953732983
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
3.11968964375963,1,0.187536373041822,1,1,0.0492650053428468,0.0502273561186487,3.11968964375963,131.394552991599
2.4658805494829,0.0610746996273421,0.194327203217731,1,1,0.259873252166367,0.061346915674505,2.4658805494829,134.233548874841
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
2.62258816070518,1,0.223339169417268,1,1,0.0961553057265192,0.038891263724462,2.62258816070518,138.023069875418
3.00212088228944,1,0.230028934359126,1,1,0.0283855704211798,0.0397924612449827,3.00212088228944,137.985722836369
NA,NA,NA,NA,NA,NA,NA,0,0
1.78838917830716,1,0.216905844848447,1,1,0.0428107866883011,0.0493137204944115,1.78838917830716,129.294988978697
NA,NA,NA,NA,NA,NA,NA,0,0
3.32400183609073,1,0.245608277883167,1,1,0.00677382058031178,0.0395786920572157,3.32400183609073,134.148696691676
NA,NA,NA,NA,NA,NA,NA,0,0
3.01787482892876,1,0.251546985027617,1,1,0.0922612994230597,0.0524153732184469,3.01787482892876,136.840738481716
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
2.32647051407299,1,0.180902449709565,1,1,0.0811423877859633,0.0437786338675376,2.32647051407299,131.324483207232
3.41035632135954,1,0.211028837412392,1,1,0.0162070242635442,0.0434518522975688,3.41035632135954,135.03508148516
NA,NA,NA,NA,NA,NA,NA,0,0
4.07158044775823,1,0.260790390264188,1,1,0.063471192077495,0.040584194893369,4.07158044775823,139.799786693973
3.39322944804669,0.0761286892195303,0.176284347736363,1,1,0.255489289842172,0.0401765163218441,3.39322944804669,132.158414889001
5.51014919759819,1,0.230845366251037,1,1,0.0506649893505771,0.0471395259335314,5.51014919759819,142.231846077671
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
1.55939012457971,1,0.226904658310541,1,1,0.070046332403891,0.0448937340421448,1.55939012457971,135.269351517474
1.70001938572426,1,0.171706315255378,1,1,0.0578244174831739,0.0370552678814245,1.70001938572426,125.359064436392
3.66938064488157,1,0.21537099010647,1,1,0.177236165438309,0.0450364019893758,3.66938064488157,132.475573838562
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
1.3763701925976,1,0.249503700005493,1,1,0.040226107333398,0.0586749096504499,1.3763701925976,131.77396181334
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
3.82318535981524,1,0.219037458709828,1,1,0.00868600040939551,0.0491036203934354,3.82318535981524,122.327365401075
3.82304910539237,1,0.225884466646397,1,1,0.00532595553040806,0.0379948023854706,3.82304910539237,142.786770912933
NA,NA,NA,NA,NA,NA,NA,0,0
3.18660100949196,1,0.178073359889296,1,1,0.0277824172115327,0.031864077688756,3.18660100949196,128.95711449428
NA,NA,NA,NA,NA,NA,NA,0,0
1.61944703012732,1,0.190599175857088,1,1,0.111889983777825,0.0408554007619943,1.61944703012732,134.767765964883
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
2.07154203310479,1,0.210820446317057,1,1,0.0986761509731484,0.0571967519303077,2.07154203310479,132.4111586339
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
2.87864066828169,1,0.189925656146162,1,1,0.00412102441438153,0.042851788933812,2.87864066828169,133.136889475272
1.63767400057921,1,0.210354981740401,1,1,0.0344101277614507,0.0368760331022411,1.63767400057921,129.701813104436
NA,NA,NA,NA,NA,NA,NA,0,0
3.48831571976387,1,0.192556492541704,1,1,0.0531533816406592,0.0443981068392275,3.48831571976387,133.990198365287
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
1.4905218507886,1,0.188328901497554,1,1,0.0608499294073656,0.0453235988830094,1.4905218507886,128.212511823387
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
4.78211213499652,0.0248054135728908,0.244401935573839,1,1,0.269868381125284,0.039024361064651,4.78211213499652,139.122837989138
3.15773087490311,0.0376047699004702,0.212700828412576,1,1,0.255659593468626,0.0427080249728,3.15773087490311,138.908413897114
NA,NA,NA,NA,NA,NA,NA,0,0
2.45055772699281,1,0.208256919059849,1,1,0.0722934126860834,0.0447263800497124,2.45055772699281,125.030897666574
8.33971481286032,1,0.186535051869925,1,1,0.0659460535007659,0.0423157269424925,8.33971481286032,142.605567161799
3.36215475364363,1,0.220757773605124,1,1,0.0376206273445937,0.0371597613650034,3.36215475364363,134.3420523
2.19731382713818,1,0.18810593338502,1,1,0.0576785621917542,0.0458585845007045,2.19731382713818,130.987839736384
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
1.69820598110029,1,0.223357333812734,1,1,0.0103108758340734,0.0442176685777247,1.69820598110029,126.423239464745
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,0,0
2.83528507839958,1,0.141759273233541,1,1,0.019322735466867,0.0441687688694722,2.83528507839958,132.84128204348
NA,NA,NA,NA,NA,NA,NA,0,0
