"base_value_quasi","b_value_quasi","w_value_quasi","b_quasi","w_quasi","r_quasi","m_quasi","dist_w_quasi"
NA,NA,NA,NA,NA,NA,NA,0
NA,NA,NA,NA,NA,NA,NA,0
NA,NA,NA,NA,NA,NA,NA,0
NA,NA,NA,NA,NA,NA,NA,0
NA,NA,NA,NA,NA,NA,NA,0
2.40887992047918,1,0.185018715960646,1,1,0.0214995213589115,0.0372406357872532,2.40887992047918
1.34926564856005,1,0.246345362880053,1,1,0.0847778038506747,0.0415924050260997,1.34926564856005
3.70924238518359,1,0.228531309221624,1,1,0.0424963550587852,0.0434039287097506,3.70924238518359
NA,NA,NA,NA,NA,NA,NA,0
NA,NA,NA,NA,NA,NA,NA,0
NA,NA,NA,NA,NA,NA,NA,0
NA,NA,NA,NA,NA,NA,NA,0
NA,NA,NA,NA,NA,NA,NA,0
1.60192142436357,1,0.214067713034473,1,1,0.0163361406865291,0.0409985029885517,1.60192142436357
1.99074692835159,1,0.200731027463949,1,1,0.0842004816123754,0.039412700243528,1.99074692835159
3.94675810672114,1,0.207981218652272,1,1,0.113503682773753,0.0370123476900016,3.94675810672114
2.6525576228987,1,0.24113716801045,1,1,0.00476920445487833,0.0490771814550711,2.6525576228987
2.16368217207208,0.00315741807990671,0.247207036121679,1,1,0.000357112639409247,0.0414680207027646,2.16368217207208
1.77721025433632,1,0.241742653144566,1,1,0.0241632967792746,0.0574893371092631,1.77721025433632
NA,NA,NA,NA,NA,NA,NA,0
NA,NA,NA,NA,NA,NA,NA,0
3.18320059975069,1,0.16135317434034,1,1,0.131358571990452,0.0439649451120415,3.18320059975069
NA,NA,NA,NA,NA,NA,NA,0
NA,NA,NA,NA,NA,NA,NA,0
NA,NA,NA,NA,NA,NA,NA,0
NA,NA,NA,NA,NA,NA,NA,0
NA,NA,NA,NA,NA,NA,NA,0
NA,NA,NA,NA,NA,NA,NA,0
NA,NA,NA,NA,NA,NA,NA,0
NA,NA,NA,NA,NA,NA,NA,0
2.53017402010892,1,0.200729737402584,1,1,0.0466282289188921,0.0471667966940604,2.53017402010892
1.6477844077138,0.074902266583807,0.152312848127545,1,1,0.230041033191948,0.0496264586079177,1.6477844077138
NA,NA,NA,NA,NA,NA,NA,0
NA,NA,NA,NA,NA,NA,NA,0
NA,NA,NA,NA,NA,NA,NA,0
NA,NA,NA,NA,NA,NA,NA,0
2.02498544476721,1,0.257168819433045,1,1,0.0896425228991802,0.0524301355461506,2.02498544476721
2.39495693686898,1,0.196654208833821,1,1,0.0459317599812597,0.0376497253987542,2.39495693686898
NA,NA,NA,NA,NA,NA,NA,0
1.9533288676878,1,0.242578331173831,1,1,0.0600832359098606,0.0419104919568453,1.9533288676878
NA,NA,NA,NA,NA,NA,NA,0
2.41450427491315,1,0.193232510126681,1,1,0.0274885003276971,0.0384213412311987,2.41450427491315
NA,NA,NA,NA,NA,NA,NA,0
1.71363627322113,1,0.157325758512197,1,1,0.0809771452837599,0.0389962976250612,1.71363627322113
NA,NA,NA,NA,NA,NA,NA,0
NA,NA,NA,NA,NA,NA,NA,0
NA,NA,NA,NA,NA,NA,NA,0
NA,NA,NA,NA,NA,NA,NA,0
NA,NA,NA,NA,NA,NA,NA,0
NA,NA,NA,NA,NA,NA,NA,0
NA,NA,NA,NA,NA,NA,NA,0
2.42102538534275,1,0.151841587990954,1,1,0.0640739796699168,0.0440622645594411,2.42102538534275
1.45336156571949,1,0.210773203466593,1,1,0.0138488722752761,0.0635121427381729,1.45336156571949
NA,NA,NA,NA,NA,NA,NA,0
2.85327531150972,1,0.179975059814072,1,1,0.0107377160730329,0.0413866151788785,2.85327531150972
3.19287170944682,0.0368529052427979,0.203848121541748,1,1,0.244078918673577,0.0284799531880854,3.19287170944682
1.83512199606951,1,0.150132238236098,1,1,0.0385909413527525,0.0350111310120398,1.83512199606951
NA,NA,NA,NA,NA,NA,NA,0
NA,NA,NA,NA,NA,NA,NA,0
1.61126291846792,1,0.19189423801389,1,1,0.0331459332787017,0.0502063671375229,1.61126291846792
1.63263271693451,1,0.1722497663163,1,1,0.0672975893863762,0.0413057757977199,1.63263271693451
3.25297237120065,1,0.177596980890755,1,1,0.151935334617056,0.0510801496184204,3.25297237120065
NA,NA,NA,NA,NA,NA,NA,0
NA,NA,NA,NA,NA,NA,NA,0
NA,NA,NA,NA,NA,NA,NA,0
NA,NA,NA,NA,NA,NA,NA,0
1.21461323512179,1,0.176308247206541,1,1,0.0107179253376957,0.0390416804104788,1.21461323512179
NA,NA,NA,NA,NA,NA,NA,0
NA,NA,NA,NA,NA,NA,NA,0
NA,NA,NA,NA,NA,NA,NA,0
NA,NA,NA,NA,NA,NA,NA,0
1.56105836861618,1,0.187053782313643,1,1,0.011648133359438,0.0402474501727019,1.56105836861618
1.62381654022801,0.000608682770384951,0.172846842607011,1,1,0.00182856451021964,0.0459294825109588,1.62381654022801
NA,NA,NA,NA,NA,NA,NA,0
2.77500526300062,1,0.224693225163917,1,1,0.0268566871890831,0.0475423083650114,2.77500526300062
NA,NA,NA,NA,NA,NA,NA,0
1.96076764631462,1,0.235411400272908,1,1,0.145734018034857,0.0482230932699434,1.96076764631462
