"base_value_negbinlin","bic_nblin"
0.183943948260273,146.393558397099
0.60462946984407,158.576307529471
0.673679065605939,160.425106875959
0.847537307987265,167.630283693255
0.139273862886533,155.464671072245
0.492614131336928,145.727282589253
0.292673122616338,141.682567858913
1.06405616213502,162.565968362626
1.57811406674565,147.629310644193
0.88197360016096,156.872682556819
7.98522051619147,162.768767475568
0.531438033530894,166.158373576044
1.44647405523203,157.65779451055
0.457860283484511,151.37507179856
0.93062708666965,168.446359820345
0.355327470581406,160.133865232393
4.5441606783538,148.748389091608
1.73737929596131,159.310298214523
0.880992946419809,157.029523275472
2.42049785868347,158.268561327338
0.128570091535099,143.423145897615
2.72646963563924,155.558860445328
0.721326375191653,166.335054782897
0.661405705968834,151.474817909745
2.80687036650225,156.292485322532
0.686503239858885,158.014822743652
1.01636246928857,156.636021123451
0.177815289972566,168.204662845231
0.565408066958574,164.985012283135
0.62728807191513,160.887441830973
0.441698939079986,149.101116371885
0.102882897132646,156.450419828479
0.610121121780372,153.885387589454
0.54564466901377,160.148315561755
3.06202002923133,165.189754139437
5.6162294858931,162.15462403525
0.175444335322189,150.407812003373
0.209384795789129,156.891036235982
0.416534052574083,158.039035002673
0.911150465846516,161.129064593486
0.114361196721969,164.992483846569
0.182972871014326,154.75572923616
0.207322790103964,154.875017382172
0.0765297306684868,169.482512359992
0.511286310012884,157.658494396789
2.12406589185448,157.407139027968
0.213820342773509,152.096701768664
0.142702301061637,147.169329466194
0.414703605031989,143.179890708796
0.231840952459133,137.192956555511
3.60402865684946,158.753511891218
1.28352581231251,156.4642101138
2.45584831946291,157.513261494181
0.896842225360134,163.446455829286
0.214422691259761,149.147312923103
0.207793489474006,159.065968185756
0.899869640640249,152.611072714546
0.454499343664397,157.627723532599
1.14309134407138,169.576169406323
0.468988044636263,157.033323179832
0.601706183623099,153.206203128189
0.310182451616221,163.071626430067
1.10198748938846,146.385284917373
0.849973671982706,149.479721977045
0.367692182415537,152.095435770599
0.676898656332938,147.90053105806
1.01205338002586,148.953238422168
0.266036302333433,159.650944192058
0.658874907857667,158.680401826487
3.09259939154666,161.806136722776
0.139098931118922,149.576354029661
118.102511853609,178.498738340915
0.570450377683326,176.031888989775
1.0224975748196,162.298185748347
0.614524247239312,158.656216305969
2.25792622748469,164.332127327186
0.823653733847201,155.838897442313
0.938764153749431,150.140800652904
1.0935463778315,161.222439687294
0.207180872974884,158.345853679086
0.670170095597963,157.862102679945
0.115586608445564,151.941579637348
0.185287388621882,166.618803052177
1.75424093800143,166.695701672143
0.207745510290332,168.497897413931
0.829053593768641,178.235790620474
0.306850787969499,159.262247760724
0.106173465550839,163.86232375403
0.497283913250076,152.15952059365
1.05028720000703,173.700459277825
0.173369873391295,163.424909936897
0.245701770302118,157.68597709767
2.87426450977665,162.026401853221
0.729161465596515,151.099338678689
0.95128730831463,160.092060674635
0.639673515277989,152.558736970367
2.43862322816557,163.28975674018
0.115440145696784,145.907919997921
4.18132593091003,150.382774480715
3.1224012757864,173.414107839079
1.14532726511262,158.975090290087
0.801798265374766,163.416895230228
17.1581930450705,160.785526061775
0.33136187689321,155.853583733912
0.559485951368936,162.345063614107
2.17759386889978,148.927271531203
4.52258920575809,180.815593257873
0.267221076395757,167.094084949692
0.465177450546084,153.157707209963
0.186460215699743,169.805545315709
0.333905382781436,175.786552549567
0.446934548824606,164.622120267053
0.412738074113823,147.785704303258
0.610825137357872,162.218382252375
0.628012226477103,160.881893881458
0.22251714027435,156.064630544125
0.797064723032938,162.704605800322
0.259962877512927,171.457198916363
0.392605537841914,159.873330342576
0.714628228207612,158.026190802048
0.216770561612143,154.768129872656
0.195214967238363,149.810286451534
0.521869941766034,156.556154002375
0.55436788748581,149.410212950095
0.460590930475096,162.34619138379
2.62339787811458,151.925414894122
0.819921350346359,152.325974563786
0.229828223739364,154.879263753642
0.581812138468231,151.647780329355
0.51215903647717,150.149193441123
0.241433190289965,169.467063743242
0.235949953838392,142.047075893139
4.00147170574253,173.414324790131
0.422561308892547,159.594961691765
0.354726522391072,160.132489635687
0.473768263674139,153.895225738248
0.157552625813295,147.630707936701
0.542499066479383,161.697977965224
3.3907115575907,177.916455279424
0.463995268056492,146.561387984456
0.321862023837477,154.339254651871
1.55768791329993,164.230477425242
0.188193443003072,155.624813183096
0.88607612804444,153.429108126471
0.949339603664953,153.804182739744
0.414088750246454,152.626004859363
0.382324316299948,154.670892984771
0.422141079424771,160.270567027719
0.284303248972026,162.159857330828
0.87376077220516,164.139330224498
3.23146977317418,160.453310814003
2.68274543537858,159.706759913062
0.495376605523029,153.764899120674
1.09113856593539,168.042732204735
0.203635209811786,156.655147624547
0.597779151067304,151.891327589596
0.348306763590528,154.886650250403
0.914854497238024,159.595604749745
0.753879404858675,160.499987194235
0.326788956732381,153.61344419781
0.251436283080893,176.95905161301
0.29111058996104,150.67743376811
0.174952440369222,155.734260341377
0.449343596219536,152.781717027222
0.0963902730495935,160.287942228755
0.294615094304727,156.747427034411
0.21003964539659,152.664601411795
0.555216071049122,154.24344348682
0.420613461764606,165.940747219924
3.49076254525696,169.812263006302
0.570711700507045,139.178156629405
0.18620476610442,157.653504542944
0.110144843861081,163.844470762302
0.10299777250239,151.528511427207
3.1295855299471,162.225909363252
0.174376439219722,156.252690675461
3.04198702887801,170.691976336477
0.936433964605779,162.87851894168
0.128721523493557,152.562414878923
0.498540947035229,144.111897391149
0.467837216231334,156.580387800357
1.1548198812121,164.582196417709
0.575229388719618,159.903404526739
0.37506049480726,168.882433470125
0.738115656024209,154.608380560844
0.569931647433971,154.451902992275
2.356114446262,176.033092389565
0.381182380256647,155.518604333625
0.422640938000444,161.155192457659
3.90273373398049,160.370449094772
0.213699059294093,154.32258585153
0.951953610745235,171.200872192218
0.685400084099446,163.162313512916
2.56113174641309,169.915569163713
1.31475718235272,154.433604547393
1.51886321111415,164.716759973728
0.670592115438077,176.047011587365
0.994053749279539,153.112501348222
0.661852528761972,167.849963848286
0.389241715363439,141.425751506135
0.414691163942069,160.459904073021
0.340809936849735,149.378706289904
3.53766292524089,158.310319216214
3.8706053538041,163.462197444851
0.286139931491959,172.006581936761
1.15872811089734,153.518568423402
5.78332985472442,152.09118329111
0.562079530007635,148.259951672365
0.524275737775091,148.415893026643
2.18581278441009,144.927495190429
0.948836388849636,158.348252645854
0.35348832743496,154.126957920791
0.226692974772033,150.846324127855
6.27296476888019,169.210984556804
0.867305889183852,141.229825738149
0.85431553363463,164.069731731081
0.730220509211187,160.990585499905
0.150465445369059,148.266288105986
4.03726312345762,171.420007798413
0.18759020567826,159.49346152336
0.239855409796748,148.283036187159
0.288018684647539,155.95514702479
0.211942596484914,148.645872503269
0.521956316399557,149.211948274812
0.336835999889739,159.52233356022
0.236058186501471,147.980769680581
0.432499348611921,165.586203977383
0.195275731170054,155.654416098735
0.351334002586401,167.479778306162
0.57491957011926,155.282636990697
0.414083643348765,166.594074466744
0.295402923776252,147.149394665588
0.762068735068861,152.034526666559
0.519101198253898,170.297018228003
0.893952689456763,170.511010407361
0.617336552423248,159.964496944127
0.414905320613052,164.847911108188
0.293660313993671,151.106069013935
0.953281519382697,138.392032814885
0.469238229351167,147.203866093653
1.57912523076057,149.623663674109
0.650597764663442,157.785334297438
0.803044033949637,150.429126284529
1.19585804535928,163.337031433224
0.315775042149148,148.998507534099
0.580474140903354,144.726790970488
0.129308198069279,157.127124340697
0.192139955910907,157.527610525063
0.281942373159214,170.430124846025
1.36394566512702,166.336768554339
0.440838136770151,164.707879182619
0.599755209285925,154.498758728877
0.302328028715339,148.833340622925
0.327975708183622,157.713681962587
59.1883047320914,170.937353853021
0.711129023850811,151.336963613507
0.157365836022623,147.977741769062
0.688441368945458,175.056286515972
0.269027402269422,162.090852762393
0.551830238148981,151.298048534079
0.424844912364394,153.176130981813
0.187855498467178,150.851623417092
0.948908096365713,146.771920520415
0.282934483070597,146.449405436964
0.367876914662395,151.504374812524
0.261642016741388,147.114166876614
1.44952199064542,162.407884144192
0.867847453651273,159.010020651462
0.670735924637209,154.007927866003
13.6410562633003,164.743531772771
0.26915173002004,149.558676731835
