"base_value_negbinquad","bic_nbquad"
3.64116420112006,157.180338337668
2.66048936933081,168.904323295596
3.77186299486672,174.47897372304
4.01667223883107,177.835699987576
2.19722081864414,159.299959549948
2.83334410873101,152.961329040143
1.92762330359744,148.242260564994
2.89883189759736,173.853883118533
4.7338649298614,175.142267102416
3.6030032678578,173.426295463608
4.35933903413641,177.927233938862
1.55261789665214,178.163589869726
2.0538100677919,169.238185204537
2.04536646777353,167.939956112528
3.37567908429255,183.590986380786
2.58203899918074,165.971599090609
6.79982675751424,168.801587486657
5.65441487574449,180.776767375318
5.76149765043974,179.423310894623
3.24770484696939,174.889193876404
2.14726861457762,157.058915448536
4.4446359122465,169.41719286016
1.93965287044286,171.28241138851
3.08079721101673,167.651836158616
6.93568772982263,181.72415214902
2.48837970345395,170.49090726802
3.71173211934506,175.698328066956
2.73899931926551,185.312129184083
1.70566277401191,174.059768760804
1.09555264388211,174.480429558548
2.72173365644631,159.516232052949
2.06602191977614,163.305855651368
2.52297377125285,163.582704412075
2.18748638853809,169.002471595226
5.45475149942441,195.830791192928
5.12717810809224,180.640756152194
2.59630751610245,158.301766612464
2.95268254081203,167.911364578783
1.76138471543463,156.117228722741
4.44539484416383,171.792878642504
1.63739250826771,181.071265634834
2.42827543968339,162.820753768768
2.51077860122342,171.554849565606
2.21520029123255,176.528592255335
3.4161126248566,180.779378637715
6.24984309555341,171.824123111359
1.83994718134927,159.703917525843
2.37901194694404,156.468810703439
2.23152750373343,159.722475978251
6.1947860815916,144.223117878935
5.20964564269823,174.510825807992
4.69122292867085,174.820466924078
2.67076839043785,163.706983300895
3.76808694365494,168.852906967192
1.91572267243024,159.344340760759
2.32965891001175,169.153776657057
4.12078964630075,173.214897201059
1.76139405327548,168.846316243248
2.13239349218892,180.654985465834
2.68219558718104,167.001600232504
1.97188581895621,167.077461208342
3.5563901293141,179.286253507497
3.11685369633405,158.341821459388
2.39599812480703,166.396103806446
3.16593770560782,162.932321992975
3.30237162751399,149.721961756029
6.8844662761896,154.891939125514
3.44040194399995,162.809561039514
4.03058377342445,180.985685857351
