"base_value_negbinlin","bic_nblin"
2.08797292597425,181.772816784434
3.3295941174679,204.518229254113
3.4369700372562,201.856565131416
2.5953215553149,190.993895520611
4.73297338082273,197.234938170623
2.28889099880554,198.932834452353
1.71044156675075,180.585614389881
2.50000127963541,161.503935122622
1.76045859739949,207.860697536569
2.60992980469499,168.59424045518
3.42095106707551,198.224423707936
3.26201282353456,207.710899774514
1.98200115952285,204.340259531814
1.76202321352953,182.800188172424
2.44864114607063,202.278592683455
2.45103581400418,190.411762571433
3.55241200392201,192.396109052021
1.0334364686496,164.897384080978
1.51881922639115,164.209510596099
2.5725427870896,190.706913233434
0.946749022000145,183.427137015191
4.29820509892089,169.324097959919
1.88266969341142,174.055546091362
3.91311562057029,195.939521579084
2.30242007401104,170.100776959186
2.81255179490846,162.480739835413
1.25230257275048,191.138787022387
2.25837322536689,190.397423200179
4.30954590179347,190.079184440402
2.12324533413248,197.489967749794
2.1057953571193,184.364976648633
2.76902002061197,177.031553447068
2.94878937419844,185.564809955323
3.10816726804745,180.482131386623
3.22952038006887,214.199952899427
2.60993593845388,182.653079164982
2.04375408439694,163.019224144978
2.46328372534848,218.339932417068
1.75856214242934,178.75240006883
2.1150932247289,165.698715305944
2.97090033961265,192.56040977292
3.25961893807912,191.499290575162
2.40465496741707,186.39333356941
2.42933251761365,183.15446422637
4.6727786654243,197.887964301527
2.07758396939303,178.022198213243
2.46925805021414,192.91564640998
1.54802931238855,181.993908198988
3.41749032763906,183.027732351232
1.66097015911281,201.772008125765
1.3852643985416,203.702052821652
3.32897196891708,174.084813297882
2.194130265895,204.960777306803
2.67557021296591,179.242887295855
2.18120395044595,178.423815716946
2.39084433578343,185.690193761879
2.68719316332239,185.812223863839
1.70847397726049,178.418163707583
3.951471029539,207.979338899899
3.59552954183898,182.028055676264
1.48863542328236,170.078264529491
2.03544882060363,194.347453027709
2.7704895743764,167.517164676997
3.25312420842424,199.585741379902
2.08409635676142,179.290618736144
3.27403215373763,180.894858573845
1.94361338532898,189.696199963783
1.8689009771258,175.325036569069
2.4175683308944,176.578189618894
2.2940905056933,177.770060312185
2.82596104156359,206.860093278949
2.07404023517635,187.434750481398
3.29159154133183,193.855926300523
4.0977971080897,172.375025222076
3.54354714158006,199.152381397924
1.66462689886411,164.700296831547
2.71039297619756,184.76232003143
1.55248380128595,195.332487399358
2.23097349815979,195.047088451872
5.52965002152677,179.345287843799
3.43853827857859,169.21560437232
2.98407221367497,200.960085133854
1.90373403560519,190.066758279663
1.67233894587832,180.210671797493
1.72112819366166,159.765057132832
2.54878433622608,207.379216821714
3.48126980324502,201.049427769979
1.73764245540008,201.834317590722
4.48055144079539,210.404263806023
2.75577317271304,216.79066542434
2.34545312866538,185.239011175756
1.12270385870534,179.433006331699
2.27848698829429,191.386193557705
3.11220625290404,185.724177932889
3.55043608628278,185.421241552996
1.71515498298907,209.515565515214
2.59944534925972,195.277673334901
3.25743628087741,205.698423001772
4.65205100096593,189.143150681141
1.72871242010359,183.597889379528
2.2529693157377,198.412124776808
2.07799273747292,190.367341032022
1.81620812830971,177.474486020337
2.24450622286287,184.642224838621
2.46263449545046,188.863565963473
2.29855949158934,202.993496493645
3.34710370075202,182.457985069941
2.19440059222857,194.144578908767
2.38299085552526,201.942606161836
4.32128478766313,184.690013379671
1.94913520270584,202.747349259738
3.27743434072408,199.956906371036
2.52494256449453,177.498487423015
3.96301814544566,191.654594173649
3.87942373783618,209.119093527581
1.74447837831691,202.719108438838
2.48043796088888,168.825348685927
2.6619621599361,191.990568914535
2.70097678494459,192.711591747711
4.62739427571876,196.984483412481
0,0
3.69515837545425,198.77374784796
2.23079456587752,193.244150178669
2.34160305063166,197.182182923609
3.3001794242921,194.765692998618
3.26506487641839,173.40855206832
1.6004004874103,179.385552757972
1.94725537939358,172.390109762459
2.27548601893322,187.359483463945
3.52623886993652,213.809518209809
2.64749260919561,172.860291834777
2.50125749929164,179.844176928133
1.98150202967306,185.709659748841
4.23575212564947,205.353463950418
2.50279740907442,191.572574119145
2.73437662023241,199.369248506157
3.49021751808947,172.962181103011
2.91395765982044,200.260366507649
2.37272934063318,186.734127853217
3.164309239941,185.163850083756
2.23429780024056,209.007337926122
2.2881611235162,189.586819434612
1.64277700754107,194.856980149562
2.25179303684939,188.275145798365
2.88338852812833,194.498603703917
4.21972265643706,210.756828562226
3.19091299728385,194.793479699503
2.83226690985598,190.521448986693
3.10158583324952,189.830945079814
2.79621979832279,209.367117528989
2.36281022039748,197.632768489266
2.38226880350441,189.8638758871
3.6767823827448,192.970705581207
2.27769718900655,211.233862704022
4.51044328418612,182.324534632275
2.38198596102051,196.761737701302
2.450275161181,196.383254919874
2.16537487208751,204.002446292291
2.28384862365118,219.109566816371
1.64562781683696,202.898906661261
1.3817534767905,217.692380862096
3.26914827803798,178.148541617126
3.75673020701087,194.667935780928
2.65232390566222,185.482219690309
2.07756424329215,186.0043295871
3.1395798628227,183.208476682041
3.88411610048974,195.816484601959
1.15567908175711,192.787615448728
1.99381802373678,194.318220287532
3.27478728289562,200.776980169017
1.32908830474593,182.444822114205
3.7545796461344,181.889112257968
2.64764712000955,188.402216384708
2.57142261172859,177.71209428339
1.9691962723979,189.593030837693
2.85040889325325,191.042917508548
2.33852448646256,174.671982200287
1.46729104528782,190.507582763191
2.07580661752394,199.373057805078
3.22096855278656,190.072334320717
2.25393937370081,181.827300409603
2.84110782312341,207.308234892143
3.54890820522434,204.079691276267
2.89374245770748,191.658001669807
3.04103829298813,187.966452394544
2.15550334355102,205.493028137727
3.36480473774317,202.067673961578
1.55109174149323,165.972267823579
3.05972077644937,175.87215382947
1.93060780385909,185.620779860678
1.6631333426198,195.605806716686
2.93564283195326,189.503752659765
3.42900398823236,198.130090656846
3.0560576992381,201.549297301615
3.50124716022774,185.61547244853
3.69823396416964,196.87198719777
4.2330027745316,166.511710149712
2.68553303123657,194.636613612776
1.7992198112854,185.954607080457
2.27620763198416,188.225122857249
2.40024828884338,197.001595499272
2.4370074464857,190.73279050652
3.80595879878393,192.391166111195
1.19972114262353,172.93486567248
2.18415905800586,183.901189748524
2.81080112636822,182.475595690866
2.64504413201612,195.886304911579
1.32752074716554,198.316204592769
1.56626386009444,176.499853569431
1.63180205367691,206.03537529708
2.04620836264697,195.536944369302
2.92459213216836,172.169137767972
3.3704583926071,196.215769690596
2.95897709689115,188.486214465437
3.03012866030378,205.584582612954
