"base_value_negbinquad","bic_nbquad"
1.77246577769648,162.611827129994
1.74506573807407,174.710465792274
2.7662158304241,180.957637825077
2.63706962240751,174.067867574635
1.94863790688028,175.091113277903
2.63463874215016,180.309893727045
2.21434037942866,175.545094956601
2.17807609235155,157.446392538323
2.45983616432383,181.768582624423
1.88952188259769,172.441909478566
2.26247056676145,167.886643714274
2.27643444457028,186.458867865099
2.42254715371876,168.040592684481
1.74622213075418,175.458962013827
2.63721086074319,183.73542272449
1.07058656183017,166.953138843653
1.41690392062338,179.472304798248
3.15340923626708,165.307031415861
2.62088383223152,161.185903098657
2.54877748827371,176.599921882454
1.91875267336391,177.564407321353
2.05154480428566,149.264675728
1.38107020385098,176.3862142137
3.57731104676937,157.572553684554
1.7639176486729,167.139292676643
1.91421998058036,160.981765469157
1.37454083852699,180.033777861762
2.72373444060264,169.236571225301
2.58560863412296,172.9537583914
1.3689835071893,187.855850056142
2.23761121840305,179.68980835463
3.03250573568036,174.474953877061
2.26936884319359,164.373001406885
2.56028115211447,173.707560609699
1.51753017782363,185.96553207063
2.61211968731563,160.307880984751
1.96421288750459,161.226362485549
1.7678749996356,193.733890369786
1.97763472693507,168.005282692849
1.76873441314082,170.651453593028
2.55727727746163,176.613790772066
3.44311882642976,175.189510824125
2.53309874626072,169.991957606241
2.23452571350773,173.818118594169
3.10449417731355,181.973567130897
1.90067806180177,178.536790224661
2.16296872944521,174.305278552117
3.15684395433406,172.645046703072
1.51852210060389,170.521708558545
3.28720179722014,181.768002138876
2.69314018134876,178.088083975657
2.99142508556705,157.315329815434
3.69958384085206,181.024723098162
2.13685010909678,175.600179140513
3.72329054946441,167.968059821227
1.41226968348775,173.002326188784
2.40619362204138,170.075046164016
1.4107410640753,173.099485800167
0.938771571722689,179.856223617566
2.48101436015506,173.786548901833
2.43934666033528,155.168461686612
4.75698730451513,174.229775813146
1.7886769536152,170.444331602672
2.66773252060384,171.877272309356
2.79883264959074,176.626342122963
1.98668749123027,161.154885460652
1.3749156188464,170.640117409367
1.68040689082562,177.725776558469
2.06293599641628,179.499871536298
1.74360786537497,180.068533289857
1.72815884447603,173.274402993532
3.33761455060525,173.071417705522
2.47096725951209,178.35354472438
2.03894511870193,158.446203278802
2.57451855896838,176.958040237912
3.28595968045954,165.416413422285
1.68999437256993,175.4793592271
2.35276220686958,179.948081944188
1.09574377037233,183.969188330872
2.63803207448236,170.480265616873
2.48608807427181,170.787131123604
0.905554549082905,181.145975954589
2.19441678148449,171.78934804506
3.19216348868736,175.58342689277
3.19874830956485,159.211225002271
2.57671669344835,178.266731792416
3.32982372547684,174.269058492028
2.92374504008402,178.964508316049
2.85036051648592,181.338730881481
4.19320183779366,192.240124361092
1.78619308965436,176.35409118959
1.85148157474327,178.168238489609
3.39275186058567,175.276082829399
2.62087850032077,175.2143964399
2.20972403830073,171.50131690324
3.86776856678675,188.622764359324
1.59003232103171,168.959899578661
3.02159158288385,172.971846025558
3.79052779279626,169.698468491353
2.64946676556574,183.289801732859
2.36531943694544,178.88102426873
2.56239981626831,177.913798499452
1.7715831181748,178.37288788122
1.88293378333313,172.579249947029
1.53007499264797,184.613513497461
1.73303266940984,185.000465311366
1.40247503372827,163.619338983515
1.45896159417252,187.84209662386
3.08619608039955,189.613292746477
1.19186446044547,178.034152681345
3.2380856762658,192.077179941257
1.76954393093207,175.258914151577
2.76370135702327,171.886943092566
3.48809661457459,181.532201291117
2.29483404481068,191.314182953782
1.89743810872418,168.594044601784
1.43803747656853,159.779763985054
2.21640749749522,185.576200415436
1.54651138717551,177.907943814104
1.24102598192084,174.298367346715
0,0
1.62603638984366,177.37421800631
2.20290217990742,179.552754726029
2.27893059347438,178.512266414108
1.43335887976041,176.488109494183
1.95279741140933,167.971974543543
3.1915558989546,173.164608433203
1.49119573404484,172.49011855533
2.34394779446672,173.360515514271
2.3913603383946,180.71931295403
4.03929194423525,164.304320584879
3.30735965235867,170.386242152775
1.86547708579669,176.862085682206
1.32465922678561,179.49834515566
2.21534284611537,182.228547140342
1.7550646883232,186.877019003237
5.57852466043633,178.919026845432
2.38756129991516,176.109172191369
