"base_value_negbinlin","b_value_negbinlin","w_value_negbinlin","b_nb_lin","w_nb_lin","r_nb_lin","m_nb_lin","dist_w_nb_lin","bic_neg_lin"
1.45595933408584,1,0.224406382663192,1,1,0.0465106852821389,0.0930388651634314,1.45595933408584,81.2434174529218
0.203691401856266,1,0.162252078637041,1,1,0.078298121112487,0.0742571702325891,0.203691401856266,127.692758323215
2.44997593947869,1,0.213360990888753,1,1,0.0420594898394018,0.0868730755055892,2.44997593947869,98.3360169323127
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
0.86987520604781,1,0.260312598696788,1,1,0.116264121835377,0.0753969118729147,0.86987520604781,113.491083439504
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
4.36112432650163,1,0.221160017435615,1,1,0.11924848815241,0.0616357021729544,4.36112432650163,146.587920696687
NA,NA,NA,NA,NA,NA,NA,0,NA
6.91368198814313,1,0.239683765526305,1,1,0.0130631929489745,0.067775777066221,6.91368198814313,117.175644651894
0.808201902254038,1,0.249223246631676,1,1,0.0412325712404959,0.0603884813179597,0.808201902254038,126.957893211779
1.82392657939452,1,0.234891035439157,1,1,0.0110694333171158,0.0597642834074436,1.82392657939452,156.567013986747
0.607289644397454,1,0.224406005589337,1,1,0.104892287662216,0.0702114067592605,0.607289644397454,125.701084206988
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
3.73465853031573,1,0.209431440174967,1,1,0.215533498968866,0.0698221379192791,3.73465853031573,79.4051336318172
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
0.595134873726903,1,0.229464818220009,1,1,0.108228154415656,0.0847783794260791,0.595134873726903,99.2277060578492
2.09137739714697,1,0.18144221804439,1,1,0.0667319940918859,0.0899341039577838,2.09137739714697,69.8337905070073
NA,NA,NA,NA,NA,NA,NA,0,NA
0.596627109681973,1,0.2014249780967,1,1,0.181464787301137,0.055990693618009,0.596627109681973,161.812311378698
NA,NA,NA,NA,NA,NA,NA,0,NA
0.785139520975781,1,0.232016365808655,1,1,0.0216481659594707,0.0553013334327899,0.785139520975781,140.058093550881
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
2.41086327811239,1,0.212270150286545,1,1,0.088260384128099,0.0715659561033099,2.41086327811239,84.099094642839
NA,NA,NA,NA,NA,NA,NA,0,NA
4.4415621749199,1,0.237403186208219,1,1,0.134016321113521,0.0725470285241581,4.4415621749199,102.250747097291
NA,NA,NA,NA,NA,NA,NA,0,NA
5.09723125393996,1,0.211820614982096,1,1,0.00257365355074757,0.0931707712465928,5.09723125393996,95.695560172168
NA,NA,NA,NA,NA,NA,NA,0,NA
1.43489659809166,1,0.242025113583573,1,1,0.0398197567110024,0.0909491717621856,1.43489659809166,125.287017075257
6.29727644109816,1,0.207725038798221,1,1,0.0101870035192132,0.0813537312793703,6.29727644109816,98.3529357060512
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
0.333569139021614,1,0.197564850300142,1,1,0.0496514528965957,0.0868956142285778,0.333569139021614,115.500596298087
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
3.45415595360545,1,0.253636547432091,1,1,0.0101867668692064,0.0675160367724969,3.45415595360545,161.860085378403
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
0.518207564336166,1,0.237843472054581,1,1,0.0452232188499581,0.0635560287823625,0.518207564336166,113.980634210578
NA,NA,NA,NA,NA,NA,NA,0,NA
0.320294840060094,1,0.199699239543684,1,1,0.0553066083122896,0.0780498401633376,0.320294840060094,151.730858648131
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
1.93529834460891,1,0.046257309778292,1,1,0.0393195553012721,0.0471261881184903,1.93529834460891,160.092949270183
11.8296615753542,1,0.197817026035353,1,1,0.052590472456788,0.0875834400452521,11.8296615753542,100.901914251235
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
0.22970305187729,1,0.208644168685406,1,1,0.0612242947397982,0.0531870562258281,0.22970305187729,165.148240012719
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
6.74314331114797,1,0.160932185862064,1,1,0.166766304091546,0.0820805713484432,6.74314331114797,79.0798805252591
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
1.77037212495504,1,0.175010416246566,1,1,0.0314167438053742,0.0755358181616568,1.77037212495504,114.374155232318
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
1.58757307884557,1,0.221972443624771,1,1,0.0714519848703523,0.0706924345735197,1.58757307884557,90.8320305157698
1.82659421419157,1,0.192207287072065,1,1,0.194292455679967,0.0801672398651638,1.82659421419157,87.4440822614867
0.448131767221168,1,0.260780924542642,1,1,0.0929863736769135,0.0825986390087027,0.448131767221168,109.679994025037
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
1.25538696689943,1,0.217918706101596,1,1,0.05723950360052,0.0797203908547743,1.25538696689943,87.6344269092506
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
2.20729580639597,1,0.0118493809824135,1,1,0.00931752137242471,0.0153769869168697,2.20729580639597,135.141765721302
NA,NA,NA,NA,NA,NA,NA,0,NA
2.61535462170629,1,0.220112870473402,1,1,0.172511016590196,0.0685751838069236,2.61535462170629,92.6249584217122
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
2.02042361953348,1,0.207209698573782,1,1,0.00436843447656831,0.0963077867991164,2.02042361953348,97.6532308607172
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
0.836046150057893,1,0.210090746746687,1,1,0.0835824253031276,0.0667255470458804,0.836046150057893,114.312270409638
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
1.89063656455092,1,0.0179345087566508,1,1,0.0228906840360241,0.0228906840360241,1.89063656455092,148.690192498021
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
3.69117448291686,1,0.246119372759617,1,1,0.0067215422642259,0.0796974396988199,3.69117448291686,107.206376566522
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
0.154783753494591,1,0.246805021321383,1,1,0.0180187439211403,0.0701976756283427,0.154783753494591,103.886037798229
NA,NA,NA,NA,NA,NA,NA,0,NA
1.64723611844896,1,0.168554612877167,1,1,0.00899413969060387,0.0976074781577605,1.64723611844896,61.6196501405528
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
2.00478168908538,1,0.0756045503245093,1,1,0.0810066269517761,0.0810066269517761,2.00478168908538,166.324023053859
NA,NA,NA,NA,NA,NA,NA,0,NA
0.636866934790918,1,0.221314445981561,1,1,0.0421625405765129,0.0917458583618595,0.636866934790918,89.88354463895
NA,NA,NA,NA,NA,NA,NA,0,NA
0.412675444141178,1,0.162627912549301,1,1,0.0862693960665688,0.0748449268296767,0.412675444141178,103.367886493927
NA,NA,NA,NA,NA,NA,NA,0,NA
1.62251680640762,1,0.0640191633146789,1,1,0.0652653657673798,0.0622156881263713,1.62251680640762,155.957366184262
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
1.56770220043842,1,0.208914300755138,1,1,0.0917741205308281,0.0928138798409082,1.56770220043842,68.8967715580774
2.80858957679166,1,0.215109585259394,1,1,0.0585002792221193,0.0758087645798627,2.80858957679166,95.7716312346862
2.54467681407897,1,0.257202543449774,1,1,0.0301895219623075,0.0596706023200719,2.54467681407897,134.867423478439
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
1.13380570148912,1,0.243153419902139,1,1,0.0138497881269152,0.0721060035840199,1.13380570148912,130.707140045313
9.71100397302093,1,0.183138680048094,1,1,0.0210171008545154,0.0915644464957994,9.71100397302093,90.2805407878006
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
0.468982252406109,1,0.228844259331042,1,1,0.141125597319924,0.0647345457974837,0.468982252406109,161.02980237078
1.15465733118394,1,0.245916826481305,1,1,0.00700063715856169,0.0682763194144987,1.15465733118394,139.350857398319
0.742032548586138,1,0.252955500002145,1,1,0.171955851565355,0.0688515027762527,0.742032548586138,105.304914349941
NA,NA,NA,NA,NA,NA,NA,0,NA
1.50617072168931,1,0.197974605281477,1,1,0.0945034571266033,0.0880347966200493,1.50617072168931,69.3296402887911
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
6.00664597071234,1,0.229302580195355,1,1,0.00527967694666158,0.0762989341632523,6.00664597071234,128.568661333095
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
0.749957422990219,1,0.215716937090867,1,1,0.119428458947719,0.0609437238526318,0.749957422990219,129.075302713336
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
2.26876678427477,0.00217135970593063,0.225327662266055,1,1,0.00139616948420872,0.055820455651941,2.26876678427477,125.871479373565
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
1.09799606920636,1,0.205904342007108,1,1,0.106595498295984,0.0771477297737936,1.09799606920636,78.759439349188
NA,NA,NA,NA,NA,NA,NA,0,NA
7.77478035963615,1,0.243394742739883,1,1,0.18605640856233,0.0694657650304682,7.77478035963615,114.995748024577
0.970166145443669,1,0.200011487516792,1,1,0.0267999677218537,0.0762413905884397,0.970166145443669,99.3990196108894
2.34962235506182,1,0.0113252519420569,1,1,0.0144745438908478,0.0144745438908478,2.34962235506182,135.952390918963
2.3929646288259,1,0.134815793141678,1,1,0.129385023898607,0.105882101202124,2.3929646288259,76.2160724717768
NA,NA,NA,NA,NA,NA,NA,0,NA
1.56026153831598,1,0.2331131648511,1,1,0.11575374128695,0.0701473785639577,1.56026153831598,85.4520320649831
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
1.36797448994482,1,0.249937965044609,1,1,0.140711321520524,0.0743084966095711,1.36797448994482,104.347985664205
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
1.31483006997518,1,0.14638831272804,1,1,0.0739721244219908,0.0957577795380764,1.31483006997518,89.1333610560514
NA,NA,NA,NA,NA,NA,NA,0,NA
2.19975958927977,1,0.12442643017738,1,1,0.0723053396254514,0.0807888907601157,2.19975958927977,54.869833728047
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
1.37504380043854,1,0.196138464658948,1,1,0.0791714315478551,0.0938302533606398,1.37504380043854,115.271502251573
NA,NA,NA,NA,NA,NA,NA,0,NA
3.1660059064787,1,0.230248619815139,1,1,0.0175006742292577,0.0748317940469251,3.1660059064787,105.126031895137
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
0.888010521863068,1,0.231681336597658,1,1,0.0134025559701743,0.0748834910592103,0.888010521863068,90.5298020695783
NA,NA,NA,NA,NA,NA,NA,0,NA
1.88614887883184,1,0.224551760855902,1,1,0.00846072565551538,0.0618313328886069,1.88614887883184,109.012430275658
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
3.13887370444995,1,0.197474997847245,1,1,0.00813611752819394,0.075727613853448,3.13887370444995,77.5953372672924
2.282292928067,1,0.222026237097515,1,1,0.0235292509337858,0.091882839788265,2.282292928067,98.0475668633243
5.71329305353204,1,0.205548793174675,1,1,0.0652093081867432,0.0865318252790266,5.71329305353204,108.505897081876
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
2.26552843764119,1,0.189849603057413,1,1,0.0438183355023215,0.0897384501831861,2.26552843764119,100.632569625571
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
0.261544188240874,1,0.236021641970988,1,1,0.0957009923035519,0.0636120820567075,0.261544188240874,109.597544339298
4.19087507134018,1,0.208137888178052,1,1,0.083698537245403,0.0907224963614064,4.19087507134018,114.582190743832
2.66759407837584,1,0.160455253396515,1,1,0.163773643396454,0.0855407250769105,2.66759407837584,64.4563953712603
NA,NA,NA,NA,NA,NA,NA,0,NA
8.46686812250026,1,0.277618942769719,1,1,0.0274274678932269,0.0666721784736554,8.46686812250026,162.749612861343
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
4.44088643384515,1,0.238187624825444,1,1,0.0528235465159328,0.0769755792825252,4.44088643384515,120.529124685196
NA,NA,NA,NA,NA,NA,NA,0,NA
1.19724461949477,1,0.218582481691008,1,1,0.0698170418540993,0.0698170418540993,1.19724461949477,91.9131916655827
2.15111300357098,1,0.228052382899693,1,1,0.0294117765474667,0.0577995986579912,2.15111300357098,121.142326928534
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
0.260588582876411,1,0.13050182458353,1,1,0.119845052947131,0.0587718614535317,0.260588582876411,167.535905495527
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
0.712264089618773,1,0.23621680133466,1,1,0.201489191926521,0.0871806073843746,0.712264089618773,93.5537104051873
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
1.94344042902869,1,0.235722339017434,1,1,0.0442186796719385,0.0785264965012568,1.94344042902869,108.306619426652
5.47927259276644,1,0.212305149248736,1,1,0.0142144860468286,0.0946059075901692,5.47927259276644,110.996346046909
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
0.794080696346655,1,0.106565024532483,1,1,0.104212718774153,0.104212718774153,0.794080696346655,63.684765174604
NA,NA,NA,NA,NA,NA,NA,0,NA
1.93522019239997,1,0.217970550849501,1,1,0.00577479994127501,0.0698861983094306,1.93522019239997,99.6039525216395
8.89753566198937,1,0.2670015150605,1,1,0.114101451933371,0.0940963647190806,8.89753566198937,148.831067550785
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
1.85252721243478,1,0.170764362366804,1,1,0.0689395181140226,0.0971737619362654,1.85252721243478,73.7580166055567
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
3.16179923677093,1,0.24944807038535,1,1,0.118468361872122,0.0674304377523239,3.16179923677093,132.241308880832
NA,NA,NA,NA,NA,NA,NA,0,NA
1.40325686099527,1,0.0112908034934648,1,1,0.0120754445577342,0.0131325068544279,1.40325686099527,110.486718941345
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
3.07246176036498,1,0.0865074352967876,1,1,0.0946675851381264,0.0946675851381264,3.07246176036498,43.8337063865606
1.44330582615123,1,0.244774023642949,1,1,0.0509466670488096,0.0954260467493273,1.44330582615123,122.296360134738
1.69822981036233,1,0.118607967577986,1,1,0.0585548863920547,0.0871114366277379,1.69822981036233,60.048649739962
NA,NA,NA,NA,NA,NA,NA,0,NA
0.30001498337294,1,0.242150975164246,1,1,0.0816488319225147,0.070929003977815,0.30001498337294,96.5404100788811
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
0.298410779131386,1,0.237568025468988,1,1,0.0385035201039651,0.0713153409296239,0.298410779131386,89.1635313048863
NA,NA,NA,NA,NA,NA,NA,0,NA
3.01592006418773,1,0.102647718611729,1,1,0.11259950002493,0.0989847273482137,3.01592006418773,38.4918617833379
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
0.776027836871532,1,0.206501117660993,1,1,0.13943112385378,0.0761084696117099,0.776027836871532,150.886756957406
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
0.811005795843377,0.000102436891274134,0.134951642310178,1,1,0.00425994896353864,0.0929200330307842,0.811005795843377,121.851787646588
NA,NA,NA,NA,NA,NA,NA,0,NA
