"base_value_zinbh","b_value_zinbh","w_value_zinbh","b_zinbh","w_zinbh","r_zinbh","m_zinbh","dist_w_zinbh","bic_zinbh"
1.3594997100175,1,0.259043162491644,1,1,0.134765489727228,0.0981136454711624,1.3594997100175,44.8544772549822
0.744921680794312,1,0.314059869231236,1,1,0.209124491164205,0.14784385810535,0.744921680794312,78.4383728539708
0.477922195053274,1,0.279170261624634,1,1,0.185272055917093,0.146823121044826,0.477922195053274,81.3469232772903
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
0.422559371660646,1,0.306773764397277,1,1,0.137589049420238,0.13065121532661,0.422559371660646,45.4345787773333
NA,NA,NA,NA,NA,NA,NA,0,NA
0.396503112107255,1,0.329115977963294,1,1,0.248520742223453,0.177335619427735,0.396503112107255,77.7236873320972
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
0.474053371071174,1,0.426930094605677,1,1,0.334176706275452,0.125652096926818,0.474053371071174,104.263103660526
NA,NA,NA,NA,NA,NA,NA,0,NA
0.691503996009796,1,0.325311174893764,1,1,0.21693602772994,0.166993689950444,0.691503996009796,81.6640646825023
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
0.661585135788828,1,0.292892389504568,1,1,0.21547307187663,0.163324341944341,0.661585135788828,86.3831409610929
0.349357970982042,1,0.401880002663454,1,1,0.252601124771174,0.162249295042528,0.349357970982042,72.9561996169289
NA,NA,NA,NA,NA,NA,NA,0,NA
0.365507408725879,1,0.356196441528575,1,1,0.180230051030373,0.161285845102484,0.365507408725879,49.2835172908757
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
1.02307678726368,1,0.334891201687476,1,1,0.271639657255984,0.158822633521632,1.02307678726368,90.3961606491249
0.700394961004725,1,0.356086220859919,1,1,0.272594546313794,0.138763487617913,0.700394961004725,109.307439112504
0.280370211128493,1,0.221443689020768,1,1,0.100076888826069,0.108954818186973,0.280370211128493,64.4826885915354
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
1.99337745714135,1,0.375084135331489,1,1,0.0206854674288534,0.125134297284168,1.99337745714135,113.379075834304
0.690980310574932,1,0.363287688912979,1,1,0.235346190794087,0.171364252196727,0.690980310574932,52.4505921030607
0.483379025627115,1,0.25476047604055,1,1,0.19783920334255,0.146974535906923,0.483379025627115,80.528308246004
0.379517308149786,1,0.306211739694393,1,1,0.199974214331845,0.131647221558349,0.379517308149786,67.1861321601004
NA,NA,NA,NA,NA,NA,NA,0,NA
0.465368238012212,1,0.400501763888711,1,1,0.215356675069348,0.166506817696938,0.465368238012212,89.7260018525114
0.370773696514944,1,0.41558659230742,1,1,0.300967383839136,0.193942645023518,0.370773696514944,94.0294088458897
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
0.543179934520265,1,0.304324749925424,1,1,0.215694922856006,0.164711879743948,0.543179934520265,95.0153144580908
NA,NA,NA,NA,NA,NA,NA,0,NA
0.327552305287157,1,0.218711144218927,1,1,0.0660807910887416,0.0533591162234298,0.327552305287157,41.1588724698238
