"base_value_zinp","b_value_zinp","w_value_zinp","b_zinp","w_zinp","r_zinp","m_zinp","dist_w_zinp","bic_zinp"
2.57423423809558,1,0.302398476814426,1,1,0.134765308325941,0.100361185715148,2.57423423809558,41.8586755813799
2.82433045841513,1,0.319535971982911,1,1,0.209124576547108,0.157133504125981,2.82433045841513,75.4425322400434
2.58851712721713,1,0.417320543152184,1,1,0.184608361321889,0.134885645629787,2.58851712721713,78.3534243048493
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
1.71152456991806,1,0.304871028374335,1,1,0.137588968243739,0.115210144923848,1.71152456991806,42.4387843207744
NA,NA,NA,NA,NA,NA,NA,0,NA
2.0276759508864,1,0.484579439562652,1,1,0.24852089286713,0.200862926113574,2.0276759508864,74.7278120107885
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
2.29181942901935,1,0.382131387438732,1,1,0.330190622566447,0.172875573355584,2.29181942901935,101.527952907567
NA,NA,NA,NA,NA,NA,NA,0,NA
2.42935856175379,1,0.338904791501797,1,1,0.216935928280307,0.190411794063527,2.42935856175379,78.6682888977767
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
2.02653112710047,1,0.307004155957097,1,1,0.215472951856844,0.178569440770939,2.02653112710047,83.3873110958093
1.80058511086958,1,0.358657070800053,1,1,0.252601807340042,0.177124247683819,1.80058511086958,69.9603668947492
NA,NA,NA,NA,NA,NA,NA,0,NA
1.68602639835019,1,0.33421620462471,1,1,0.180230522131156,0.124488887892404,1.68602639835019,46.2876994262643
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
3.43164498697774,1,0.368074379740181,1,1,0.271639474602926,0.178439630604337,3.43164498697774,87.4003140351954
2.86887264969563,1,0.292386781558997,1,1,0.272594483093055,0.152848486602253,2.86887264969563,106.311534177827
1.72537743421126,1,0.239015445335987,1,1,0.100078754271198,0.119699788940185,1.72537743421126,61.4869109391345
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
3.44688360383448,1,0.294140688715241,1,1,0.0206853746125486,0.145662453170331,3.44688360383448,110.383224709868
2.47646600961357,1,0.424500920229488,1,1,0.235346086142017,0.173793362379566,2.47646600961357,49.4547854087902
1.86508779210287,1,0.307529652051164,1,1,0.197839004896938,0.148135748520037,1.86508779210287,77.5324671989172
2.05209247426711,1,0.324596668724183,1,1,0.199974216873636,0.157888723823576,2.05209247426711,64.1903139355467
NA,NA,NA,NA,NA,NA,NA,0,NA
2.64883476195681,1,0.29312564408187,1,1,0.215361395667045,0.181758593969424,2.64883476195681,86.7301428551509
2.12731229956271,1,0.385434152409855,1,1,0.300966730028873,0.175070731817096,2.12731229956271,91.0335619538495
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
2.34067451309047,1,0.399799106855565,1,1,0.215695137090752,0.171056879370335,2.34067451309047,92.0194536210916
NA,NA,NA,NA,NA,NA,NA,0,NA
1.60980752461486,1,0.20942431415423,1,1,0.0660816528956316,0.0563747209936259,1.60980752461486,38.1630918823188
3.02778622541023,1,0.362074822295554,1,1,0.269473988021083,0.18940797713095,3.02778622541023,84.4697018373956
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
2.48009645540801,1,0.329825935195661,1,1,0.260565248036926,0.169861774548932,2.48009645540801,72.0858442209225
NA,NA,NA,NA,NA,NA,NA,0,NA
1.60526298976077,1,0.363589266452488,1,1,0.203203384253349,0.17267315851323,1.60526298976077,70.7149062276411
1.70625488466229,1,0.383344258982621,1,1,0.196491008650796,0.182227849087293,1.70625488466229,68.3334804340546
2.73927685426216,1,0.411282105884369,1,1,0.129694037973949,0.216941087099127,2.73927685426216,79.387242144104
NA,NA,NA,NA,NA,NA,NA,0,NA
2.16434178859539,1,0.318978539487701,1,1,0.190216903234219,0.143614194939645,2.16434178859539,49.0963440632347
NA,NA,NA,NA,NA,NA,NA,0,NA
2.05411334217048,1,0.399814482480024,1,1,0.169751539770752,0.208241401806479,2.05411334217048,78.5164483911852
3.04850601739498,1,0.421976353206867,1,1,0.256572367064636,0.17181617123038,3.04850601739498,85.6064245928452
2.01757084440863,1,0.254106259505048,1,1,0.144567359529263,0.114316719321562,2.01757084440863,60.9641518115455
1.88832287627709,1,0.313503799242882,1,1,0.208774719367913,0.154639888390244,1.88832287627709,79.2701678473384
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
4.22915684781883,1,0.35064651301488,1,1,0.258936836375197,0.148636513594365,4.22915684781883,89.8321159043381
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
2.45226329781286,1,0.443770910739198,1,1,0.260816940935195,0.161897908014915,2.45226329781286,59.6488410014002
2.56212729934457,1,0.407000485103524,1,1,0.237645906368458,0.170517057839817,2.56212729934457,85.2760825186325
3.02288330277373,1,0.287627661649315,1,1,0.20913889597861,0.178489673644373,3.02288330277373,71.8153520321207
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
1.47419408356821,1,0.448659452022241,1,1,0.208314559749281,0.210030639217954,1.47419408356821,85.6766971488395
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
2.71440001380745,1,0.324740282151972,1,1,0.193855920686659,0.151023952562892,2.71440001380745,97.1455210315366
NA,NA,NA,NA,NA,NA,NA,0,NA
3.66521521391577,1,0.410637304674725,1,1,0.288681404942646,0.159161333130622,3.66521521391577,84.4072416053012
2.38175661841968,1,0.324566974725666,1,1,0.271951062180223,0.170280373257318,2.38175661841968,90.2021376571371
2.27139407641254,1,0.339980573915066,1,1,0.287733635987445,0.173491266450013,2.27139407641254,100.143542441442
2.00534873338943,1,0.387454447578584,1,1,0.243000157474393,0.189907027564147,2.00534873338943,87.1618482960363
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
2.33219934858646,1,0.210722188759848,1,1,0.109883260379704,0.102996039452672,2.33219934858646,60.70707420679
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
1.77702839296127,1,0.30253258189354,1,1,0.206949292630839,0.144277736747731,1.77702839296127,70.1705989098055
1.83828621978053,1,0.229917959459088,1,1,0.0980076270868395,0.0862387539068377,1.83828621978053,53.8813234861033
NA,NA,NA,NA,NA,NA,NA,0,NA
2.54422332051273,1,0.324448606452411,1,1,0.272418014345726,0.127715892155165,2.54422332051273,100.01532857611
NA,NA,NA,NA,NA,NA,NA,0,NA
1.62538605176596,1,0.353126098539517,1,1,0.148530425915152,0.188773120499225,1.62538605176596,94.4567181203529
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
1.69585413971199,1,0.386454824255581,1,1,0.134547404995899,0.185220347672383,1.69585413971199,63.525236208621
NA,NA,NA,NA,NA,NA,NA,0,NA
4.87193321831702,0.048820504279631,0.368659132098349,1,1,0.448958955435362,0.180354451712238,4.87193321831702,76.3181093256677
NA,NA,NA,NA,NA,NA,NA,0,NA
2.12251194554342,1,0.341858065086208,1,1,0.222942169853267,0.165162084832486,2.12251194554342,64.9132335298893
NA,NA,NA,NA,NA,NA,NA,0,NA
2.39910093388061,1,0.309036181871329,1,1,0.0590788756760914,0.151165925351281,2.39910093388061,85.9182228137947
2.92656656778731,1,0.25774918445863,1,1,0.186797699636622,0.136399883287522,2.92656656778731,68.7398058925263
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
2.22391028991311,1,0.327428357252641,1,1,0.227073379485676,0.143412298595529,2.22391028991311,76.3427344341265
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
2.87016939053536,1,0.331213765097027,1,1,0.287545754133427,0.114197848595149,2.87016939053536,99.5506062397001
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
3.04324502161965,1,0.359632729253294,1,1,0.293541597780724,0.184968580775613,3.04324502161965,80.000127036411
NA,NA,NA,NA,NA,NA,NA,0,NA
3.64652567912378,1,0.338915716562061,1,1,0.263212588612991,0.157313294907354,3.64652567912378,97.8891797266979
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
2.5914858748195,1,0.278704015548484,1,1,0.0759784064849423,0.0841358764927839,2.5914858748195,115.661151761367
2.59643739128346,1,0.358223311881253,1,1,0.193265935365951,0.162347100811287,2.59643739128346,68.1631785382583
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
2.18248516449987,1,0.291332985798335,1,1,0.227849025239329,0.144863519410985,2.18248516449987,107.296713488715
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
2.43224841631653,1,0.341486765224635,1,1,0.195164098838916,0.148436230375724,2.43224841631653,56.3215889710004
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
1.09061114181932,1,0.386840282481564,1,1,0.170404210027817,0.197663594328301,1.09061114181932,84.6202164757221
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
2.14417703563623,1,0.290153171084622,1,1,0.196071970005775,0.146859661960239,2.14417703563623,68.9272738647822
2.56939334112074,1,0.368850804850444,1,1,0.244949495351357,0.200980305451205,2.56939334112074,59.4552643086907
2.23697327541007,1,0.290985469855386,1,1,0.189852574940895,0.139958226401561,2.23697327541007,76.5153493652161
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
2.15055428256623,1,0.36271556650377,1,1,0.249613513649011,0.192912527352915,2.15055428256623,64.8264173014281
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
2.73785245466245,1,0.493024450348504,1,1,0.27419599184942,0.187193447980202,2.73785245466245,100.388591131424
NA,NA,NA,NA,NA,NA,NA,0,NA
1.98233200249811,1,0.449930489694166,1,1,0.264374198681346,0.203065476245631,1.98233200249811,68.4252128067282
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
2.09296080263417,1,0.418052531750227,1,1,0.240125198799527,0.187968238411105,2.09296080263417,69.0384248512259
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
3.1185054957459,1,0.395170826128674,1,1,0.264460938797839,0.174259980218086,3.1185054957459,80.0497970048418
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
2.0348733643492,1,0.310034993381816,1,1,0.183261775563158,0.129967611947973,2.0348733643492,106.262017029083
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
1.56558673476078,1,0.377496128847108,1,1,0.2814412248479,0.217242492337882,1.56558673476078,74.7236304264204
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
1.89240850331469,1,0.296845556254638,1,1,0.0750494259481274,0.155112092982356,1.89240850331469,74.747760424326
NA,NA,NA,NA,NA,NA,NA,0,NA
1.98619582055347,1,0.365458414491196,1,1,0.204541606939778,0.162336932895833,1.98619582055347,51.4283792248282
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
2.17858743105622,1,0.384297906057797,1,1,0.0984767524690056,0.171301086336307,2.17858743105622,118.371023043557
NA,NA,NA,NA,NA,NA,NA,0,NA
1.57844528318716,1,0.427140541090567,1,1,0.257278952557812,0.228161355446101,1.57844528318716,71.0593509525975
NA,NA,NA,NA,NA,NA,NA,0,NA
1.96378262026136,1,0.282341377333304,1,1,0.177956073055845,0.155203223242548,1.96378262026136,70.3977223634639
NA,NA,NA,NA,NA,NA,NA,0,NA
2.61028780965139,1,0.342669196101325,1,1,0.279071293498552,0.16221722136921,2.61028780965139,103.594929596517
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
1.44083376366591,1,0.282693072722956,1,1,0.158871068307271,0.12842575896338,1.44083376366591,50.983741036376
2.57807090621955,1,0.271348701539999,1,1,0.146927025991634,0.125121971036801,2.57807090621955,62.9475438092378
2.92719739415343,1,0.324534186504464,1,1,0.117585021992607,0.156062091997451,2.92719739415343,87.3321620813467
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
