"base_value_negbinquad","b_value_negbinquad","w_value_negbinquad","b_nb_quad","w_nb_quad","r_nb_quad","m_nb_quad","dist_w_nb_quad","bic_neg_quad"
1285.76161836922,0.145296075394027,0.171159729725186,1,1,0.319207826703003,0.037363379732904,1285.76161836922,812.264993667476
2452.16189953405,1.40197410929471,0.181252043832231,1,1,1.58486420939206,0.0476670461710662,2452.16189953405,1924.34822873665
616.322545367847,0.740403757749648,0.201261383149865,1,1,0.9439190481246,0.0400145386159699,616.322545367847,693.336528512523
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
3243.99721668865,1,0.20085981194756,1,1,0.200249655696351,0.0420474727994921,3243.99721668865,2003.93645116209
NA,NA,NA,NA,NA,NA,NA,0,NA
3488.21842877306,0.271617243765697,0.188728471172739,1,1,0.462816184176016,0.0372075614631568,3488.21842877306,3298.74453737854
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
1791.81225541889,0.0577447953893741,0.187837037272746,1,1,0.247127088730372,0.0402705789326296,1791.81225541889,1791.11518695472
NA,NA,NA,NA,NA,NA,NA,0,NA
5.47714221840202,1,1.75302383240845,1,1,0.087001397200925,0.10623974668855,5.47714221840202,116.034636501745
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
8.44481355085664,1,1.80204758633855,1,1,0.00845146465452438,0.0819742227109185,8.44481355085664,123.728155413202
2.14371086996236,1,2.33817311279492,1,1,0.0624284989769247,0.0838158360177313,2.14371086996236,93.9111569859384
NA,NA,NA,NA,NA,NA,NA,0,NA
1.53278134332982,1,1.76058855710844,1,1,0.0707698955660172,0.138227734728267,1.53278134332982,60.4555089181116
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
2642.47954446826,0.729435961590844,0.21465018504144,1,1,0.94554130108404,0.04184454786518,2642.47954446826,3348.60861733823
156.441038689866,1,0.164892342434842,1,1,0.164471940539042,0.0569210973358743,156.441038689866,463.997861168221
747.548793511647,0.610915479781423,0.265170365800574,1,1,0.879938103223331,0.030362337513666,747.548793511647,639.030115711842
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
3.56699536425833,1,0.694196596496654,1,1,0.0111195196602408,0.0658984955934841,3.56699536425833,159.297426429035
4.89387225581392,1,1.65971174379931,1,1,0.0866308965817528,0.146826900046243,4.89387225581392,61.5849138598806
2459.34718834235,0.87953614447887,0.228717539545902,1,1,1.1091982614477,0.0350465173835545,2459.34718834235,2040.73021598613
3130.4761153516,0.243904773835314,0.184149068937274,1,1,0.429413300151313,0.0315425163159751,3130.4761153516,2028.29611997946
NA,NA,NA,NA,NA,NA,NA,0,NA
3101.18426585459,0.55978801075665,0.177194199424142,1,1,0.737765601246792,0.0415495876503208,3101.18426585459,3080.41444562642
2987.99585889086,1,0.203599076045118,1,1,0.0625690995722053,0.049091726447119,2987.99585889086,3106.57494251697
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
335.80190643166,1,1.32693949466474,1,1,0.031549357405898,0.110342779108058,335.80190643166,134.627831383116
NA,NA,NA,NA,NA,NA,NA,0,NA
296.85826694298,1,0.227403403588618,1,1,0.174634757834099,0.0417261985752051,296.85826694298,203.346447424488
2389.68578187281,1,0.190669971584336,1,1,0.10355857053646,0.0491070367065417,2389.68578187281,1891.92270345321
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
0.0916445986072841,1,0.930704996123443,1,1,0.110359910760449,0.0635089004747528,0.0916445986072841,97.8533382618351
NA,NA,NA,NA,NA,NA,NA,0,NA
2691.95679590552,1.37541537309451,0.162399858992102,1,1,1.53894978096725,0.041037964412274,2691.95679590552,2025.36040126427
563.175621121022,0.475845011979174,0.150026227155042,1,1,0.626434822615179,0.0352094271780576,563.175621121022,652.466489729345
3136.0082298327,0.565490819543304,0.184424717560651,1,1,0.753270407496907,0.0438642476369978,3136.0082298327,3264.30040917067
NA,NA,NA,NA,NA,NA,NA,0,NA
1245.76739669799,0.783884574516176,0.200661603340946,1,1,0.986578844670185,0.0485978812893939,1245.76739669799,794.981312421024
NA,NA,NA,NA,NA,NA,NA,0,NA
503.795516831962,0.367722453156229,0.149840295385445,1,1,0.519393526967968,0.0407498493386726,503.795516831962,595.972749440805
2441.39672286636,0.110655839962596,0.203925821587242,1,1,0.315523549537523,0.0460807672572163,2441.39672286636,3162.56580492376
609.173428844616,1.50749557247091,0.167944035231333,1,1,1.67961902810349,0.0511346503703081,609.173428844616,604.776889366437
3367.26221972394,1,0.206301352094627,1,1,0.0106726187676041,0.052210652065715,3367.26221972394,3408.80613963573
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
2285.78578928866,0.119197837106205,0.186310404450343,1,1,0.30977586080145,0.0359347129439126,2285.78578928866,1985.51375044777
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
567.823898096216,0.0382549114045286,0.168074863623933,1,1,0.209006384189484,0.0324461207145451,567.823898096216,558.25633899529
2688.90114508629,0.344167872683023,0.173677292072202,1,1,0.51834690398057,0.032042638305291,2688.90114508629,3387.42628713964
2996.19107057232,0.000666645737877808,0.230899448684548,1,1,0.23326361908344,0.043411809872488,2996.19107057232,2086.24235104291
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
454.446158542322,0.588856293383131,0.197663505072157,1,1,0.789436876575876,0.0399619191462829,454.446158542322,650.764957319819
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
2383.64125688472,0.711869105064465,0.194054163608535,1,1,0.907922310380435,0.0376836962903032,2383.64125688472,2002.55518280236
NA,NA,NA,NA,NA,NA,NA,0,NA
3324.86374881998,1,0.175451090234329,1,1,0.0511206037678872,0.0521052654550368,3324.86374881998,3271.46325798599
558.441833398576,0.311969260462689,0.25461411635988,1,1,0.56817695422632,0.040384962026282,558.441833398576,777.947145702191
2586.86345127375,0.0322471381204988,0.18349681050785,1,1,0.218245826350662,0.0378051872154638,2586.86345127375,3749.13093517987
2208.20519888942,0.313584872311138,0.167711056421601,1,1,0.483102715902471,0.0417848577887964,2208.20519888942,2046.29209331317
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
2.49133204424595,1,1.1115386875591,1,1,0.0256517364383183,0.100939499274016,2.49133204424595,78.594979979987
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
4.47694480095674,1,1.01212060381798,1,1,0.0326739357723423,0.089300390300389,4.47694480095674,98.5512414163575
1.48950342788401,1,1.46601714373852,1,1,0.0897805549458883,0.0951335544003083,1.48950342788401,70.004272887525
NA,NA,NA,NA,NA,NA,NA,0,NA
2266.70627286381,0.0735218701818745,0.227696979363624,1,1,0.304497355868763,0.0468490103960089,2266.70627286381,3615.86206905811
NA,NA,NA,NA,NA,NA,NA,0,NA
2815.16605833053,1,0.177287279148144,1,1,0.0922432992034868,0.0321989964770699,2815.16605833053,3446.36886632709
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
2.92560277312081,1,1.44026393913083,1,1,0.157731524962133,0.116984384087147,2.92560277312081,83.9092157648091
NA,NA,NA,NA,NA,NA,NA,0,NA
1.88648835332645,1,1.19675353685867,1,1,0.0194589345797436,0.0898470446622932,1.88648835332645,102.686518752506
NA,NA,NA,NA,NA,NA,NA,0,NA
2861.53571397433,1,0.177631056982082,1,1,0.0405027436930072,0.0368592706931714,2861.53571397433,2047.58635423227
NA,NA,NA,NA,NA,NA,NA,0,NA
2483.14631325344,1.31025569296082,0.138817187367541,1,1,1.45065828375849,0.034263458940995,2483.14631325344,1980.56354468955
2999.91709487234,0.231096372821707,0.155484435730799,1,1,0.390844341778946,0.0461761944661919,2999.91709487234,1926.26578286929
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
2133.26320448362,0.0735322763200404,0.153583087697647,1,1,0.230324251006788,0.0406019458187223,2133.26320448362,1910.71031862019
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
2899.2213675954,1,0.156523072448467,1,1,0.114760170622394,0.0355705897377701,2899.2213675954,3752.58552758662
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
1.24207645693775,0.00523575124920806,0.935430746196337,1,1,0.00109347439380447,0.0877877242861895,1.24207645693775,114.834908202523
NA,NA,NA,NA,NA,NA,NA,0,NA
2440.40674816017,1,0.18094717797982,1,1,0.0854529570004357,0.043910460060534,2440.40674816017,3107.72751153527
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
50.5853665705486,1,0.170828603337451,1,1,0.0205976217246041,0.0384929846769706,50.5853665705486,288.642842710823
3499.29256849333,1,0.208185691693132,1,1,0.0665510707843576,0.0525368430405348,3499.29256849333,3301.99559248506
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
2383.27596809375,1,0.162037215716721,1,1,0.0285623696751144,0.035795908378253,2383.27596809375,3502.85978660254
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
