"base_value_negbinlin","b_value_negbinlin","w_value_negbinlin","b_nb_lin","w_nb_lin","r_nb_lin","m_nb_lin","dist_w_nb_lin","bic_neg_lin"
1.49647349008575,1,0.139521240294105,1,1,0.0244868632043577,0.089183650348992,1.49647349008575,58.8202833086264
2.56214391071074,1,0.261337344047398,1,1,0.0177496614578307,0.0795589626372488,2.56214391071074,113.925262879717
2.30156983266934,1,0.203482475786859,1,1,0.129877731508722,0.0652161210150008,2.30156983266934,107.980631101554
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
1.71030572902603,1,0.120493182868514,1,1,0.0535755942218493,0.112908326354197,1.71030572902603,60.2945188227066
NA,NA,NA,NA,NA,NA,NA,0,NA
2.86980216532685,1,0.215700246371861,1,1,0.0758651403111736,0.0783477551618888,2.86980216532685,106.495393831263
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
2.00540386765623,1,0.231268495115472,1,1,0.101845117882251,0.0682021144985045,2.00540386765623,145.520760244421
NA,NA,NA,NA,NA,NA,NA,0,NA
2.4503734307735,1,0.00573702028899561,1,1,0.0123275122076865,0.0123275122076865,2.4503734307735,111.220713514012
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
2.84256524830892,1,0.0151365635789897,1,1,0.0208561954153706,0.0208561954153706,2.84256524830892,122.290829333778
2.76162948112642,0.00321174002132057,0.245347653335133,1,1,0.000750868907656036,0.0766494978384755,2.76162948112642,93.3610877429028
NA,NA,NA,NA,NA,NA,NA,0,NA
2.86770722036181,1,0.129351551553432,1,1,0.0292536299534246,0.0936552298286583,2.86770722036181,59.4115615499723
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
0.985381598980057,1,0.20786054922066,1,1,0.0298483825126277,0.0772210690080222,0.985381598980057,139.938528858585
2.79484251612395,1,0.0138651160377761,1,1,0.0188305932801873,0.0188305932801873,2.79484251612395,143.159240156871
1.64583555967798,1,0.229279918790759,1,1,0.0527205567612165,0.0833267843956627,1.64583555967798,85.6078964022096
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
1.52646214567692,1,0.22546828331014,1,1,0.212992193323852,0.055469815114291,1.52646214567692,171.824189033752
