"base_value_poisson","b_value_poisson","w_value_poisson","b_poisson","w_poisson","r_poisson","m_poisson","dist_w_poisson","bic_poisson"
84.1875344282962,0.0719031844863355,0.245329638751559,1,1,0.319157439706503,0.0270242410741298,84.1875344282962,809.357702094957
119.14546220759,1.38695071496359,0.196093442453409,1,1,1.58500089439636,0.049886302796155,119.14546220759,1921.69512610639
80.7823922737254,0.747245637157618,0.194601665601389,1,1,0.94397124719819,0.043329868218019,80.7823922737254,690.402836419862
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
116.53771290224,1,0.199597209615796,1,1,0.200467546582208,0.0399752104007787,116.53771290224,2001.28958029841
NA,NA,NA,NA,NA,NA,NA,0,NA
135.593835655419,0.241832181577723,0.218597042214929,1,1,0.46286213286262,0.042649420371101,135.593835655419,3296.26154504084
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
114.432697617234,0.0211514283878156,0.223225266164756,1,1,0.247246557812972,0.042700156331521,114.432697617234,1788.37385493708
NA,NA,NA,NA,NA,NA,NA,0,NA
77.4408689614207,1,0.0385798633833234,1,1,0.0360067279451971,0.0326319508923268,77.4408689614207,941.365967407348
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
71.9721322318721,1,0.054070522334689,1,1,0.0478585020286067,0.0430673105009379,71.9721322318721,947.279294399302
63.876357618023,1,0.17696466892276,1,1,0.0814087879371634,0.0470050606694556,63.876357618023,497.834278704762
NA,NA,NA,NA,NA,NA,NA,0,NA
46.1022001788003,0.0210921421095418,0.231180201094932,1,1,0.256420301182498,0.0611914705475718,46.1022001788003,348.25749220642
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,0,NA
